ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
L68V.13,2026-03-27,1104 JOETTE PL,The Village of Lake Denham,779000,249769,169,
S3M.87,2026-03-27,7930 BYERS ST,Middleton - Family Neighborhood,499621,249757,169,
L6.871,2026-03-28,609 TARRSON BLVD,The Village of Silver Lake,209900,249791,168,
L63V.83,2026-03-28,1508 JEREMY CIR,The Village of Lake Denham,410000,249804,168,
S196.79,2026-03-29,825 ULELAH ST,The Village of Charlotte,489000,249801,167,
S729.10,2026-03-29,2430 MARJA ST,The Village of Marsh Bend,562000,249747,167,
M59.72,2026-04-01,7999 SE 174TH BELHAVEN LOOP,The Village of Chatham,334900,249680,164,
L33.45,2026-04-01,935 VAUGHN WAY,The Village of Pine Hills,499900,249840,164,
S44A.37,2026-04-01,954 SUMNER LOOP,The Village of Chitty Chatty,795000,249837,164,
S70.287,2026-04-02,628 SHALIMAR ST,The Village of Winifred,374900,249324,163,
L10.2172,2026-04-03,1614 E SCHWARTZ BLVD,The Village of Country Club Hills,315000,249862,162,
S660.22,2026-04-04,2053 BONHAM LN,The Village of Poinciana,615000,249886,161,
S109V.28,2026-04-04,4212 MALVERN CT,The Village of Richmond,495000,249828,161,
L3.290,2026-04-04,818 BEECHWOOD AVE,The Village of Silver Lake,274900,249792,161,
S77V.82,2026-04-06,881 BOWDEN RD,The Village of Cason Hammock,725000,249864,159,
S670.39,2026-04-07,285 STARR LN,The Village of Caroline,339800,248989,158,
L29.11,2026-04-09,3238 PETERSON PL,The Village of Pine Hills,575000,249428,156,
S821.50,2026-04-10,2230 MOSSY OAK DR,The Village of Pennecamp,319000,249957,155,
L36.92,2026-04-11,3161 DRESSENDORFER DR,The Village of Pine Ridge,419900,249861,154,
L80V.46,2026-04-11,704 FORTNIER ST,The Village of Dabney,299900,249956,154,
S952.49,2026-04-12,3458 PLACIDA TER,The Village of Fernandina,329900,249813,153,
S96V.38,2026-04-14,5453 STALEY ST,The Village of St. Johns,550000,249931,151,
