ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
S214V.8,2026-02-21,7474 BOYSO TER,The Village of Moultrie Creek,335000,249282,187,
S220V.48,2026-02-21,1553 FERRY PL,The Village of Shady Brook,330000,249318,187,
S146V.100,2026-02-21,1872 LYNN KEANE LOOP,The Village of Well Point,574900,248893,187,
S32.40,2026-02-23,2809 LARRANAGA DR,The Village of Harmeswood,1999900,249048,185,
S100.83,2026-02-24,1767 HAGOOD LOOP,The Village of Poinciana,399000,249402,184,
L41V.69,2026-02-25,6358 BRIDGET AVE,The Village of Newell,584800,249407,183,
L22.6066,2026-02-26,918 VENTURA DR,The Village La Reynalda,369500,249396,182,
S218V.22,2026-02-26,1456 MESSER AVE,The Village of Shady Brook,559000,249351,182,
S42V.30,2026-02-27,5848 FLINT LOOP,The Village of Monarch Grove,995000,249436,181,
S75V.15,2026-02-27,837 HUBBARD LOOP,The Village of Cason Hammock,1729000,249440,181,
L65V.31,2026-02-27,6959 SUGAR CREEK PATH,The Village of Lake Denham,989000,249408,181,
S963.50,2026-02-28,2156 ANTILLES CT,The Village of Collier,489000,249465,180,
S184V.36,2026-03-04,1937 PANLILIO LOOP,The Village of Well Point,498500,249369,176,
M53.80,2026-03-06,17640 SE 86TH BRIARCLIFFE CT,The Village of Springdale,749000,249505,174,
L78V.71,2026-03-07,650 CHERRY CREEK WAY,The Village of Dabney,1174800,249535,173,
S212V.58,2026-03-07,1870 TIMON ST,The Village of Moultrie Creek,284000,249488,173,
L70V.34,2026-03-09,1085 BRINER PL,The Village of Lake Denham,439999,249443,171,
L10.2158,2026-03-10,1528 E SCHWARTZ BLVD,The Village of Country Club Hills,327500,249568,170,
M228.3,2026-03-10,16595 SE 85TH LANGHAM CT,The Village of Briar Meadow,435000,249541,170,
L60V.6,2026-03-10,6996 DWIGHT DR,The Village of Lake Denham,825000,249530,170,
S106.43,2026-03-11,1068 SAYLE ST,The Village of Virginia Trace,869700,249529,169,
S741.16,2026-03-11,955 COUTURE ST,The Village of Chitty Chatty,549727,249581,169,
S695.60,2026-03-12,412 HILDALGO DR,The Village de La Vista,255000,248563,168,
S60V.80,2026-03-12,1174 TERI TER,The Village of Bradford,439900,249513,168,
S100V.38,2026-03-13,4850 ANGELA AVE,The Village of St. Johns,299500,249570,167,
S952.60,2026-03-15,1448 DYNASTY PL,The Village of Fernandina,305000,249614,165,
S71V.204,2026-03-17,6352 MERHOTTEIN LOOP,The Village of Citrus Grove,999999,249598,163,
S88V.81,2026-03-17,1328 FRANCESCA PL,The Village of Hawkins,359295,249621,163,
L62V.44,2026-03-18,7180 FAY CT,The Village of Lake Denham,230000,249648,162,
S206V.18,2026-03-20,1794 CRANE DORAN PL,The Village of Moultrie Creek,995000,249692,160,
S110V.21,2026-03-21,2901 OSBORNE ST,The Village of Richmond,419900,249672,159,
L60V.79,2026-03-21,1580 ROWELL ST,The Village of Lake Denham,399000,249686,159,
L13.3323,2026-03-22,1423 W SCHWARTZ BLVD,The Village of Country Club Hills,309900,249673,158,
S844.20,2026-03-22,1238 CADIZ TER,The Village Hacienda,769900,249721,158,
L3.238,2026-03-22,832 SILVER OAK AVE,The Village of Silver Lake,219500,249719,158,
S115V.52,2026-03-25,2636 QUELLY RD,The Village of Richmond,425000,249623,155,
S234.203,2026-03-26,3766 INDIANWOOD RD,The Village of Lake Deaton,462000,249579,154,
S234.218,2026-03-26,3829 NEIGHBORLY WAY,The Village of Lake Deaton,380000,249758,154,
S116.84,2026-03-27,456 TROY LOOP,The Village of Mallory Square,525000,249713,153,
L68V.13,2026-03-27,1104 JOETTE PL,The Village of Lake Denham,779000,249769,153,
L6.871,2026-03-28,609 TARRSON BLVD,The Village of Silver Lake,209900,249791,152,
S214.23,2026-03-28,3265 HAISLIP CT,The Village of Gilchrist,1099000,249470,152,
L63V.83,2026-03-28,1508 JEREMY CIR,The Village of Lake Denham,410000,249804,152,
S196.79,2026-03-29,825 ULELAH ST,The Village of Charlotte,489000,249801,151,
S729.10,2026-03-29,2430 MARJA ST,The Village of Marsh Bend,562000,249747,151,
